target,tweet 
1,#Abflood #cochrane #hwy22 wow! #yyc #flood #ab https://t.co/kvpJ9sg5lJ
1,"To everyone in southern #Alberta, stay safe and dry during this insane #flooding! For anyone in the affected areas, http://t.co/Z6Q5U9kKxI"
1,"Mandatory evacuations ordered in Calgary from flooding; 100,000 people may be affected http://t.co/MSnhzhpXdk"
1,RT @PaulaTrotter: I just can't believe it. Stay safe everyone. #yycflood #downtownyyc #abflood http://t.co/SbtZ0VuZ9N
1,RT @CIAwesome: LIVE FEED: Bow River at the 10th Street bridge by Kensington http://t.co/LzQcBp31eD #yycflood #abflood via @GlobalCalgary
1,&lt;3 goes out to the folks in #Calgary. #abflood looks to be a bad one this time around. Hope the evacuees get out safe. #Canadianlove
1,RT @weathernetwork: RT @margovisser BOW CRESCENT FLOODING!! View from Silver Springs hill. #yycflood #bowness #calgary http://t.co/cJiCjvkO…
1,RT @LX787SToms: There is a lower bridge deck on this bridge #abflood #yycflood http://t.co/8RITo19sHz
1,RT @smbyyc: PLEASE NOTE - #SMBYYC #41 has been CANCELLED!  Up to 100K ppl affected by #yycflood - we need ppl to stay safe! PLEASE RT
1,RT @TELUS: RT @CalgaryPolice: Please evacuate the following areas of #yyc: http://t.co/v8cVAGCLxb #yycflood Please RT
1,RT @GlobalCalgary: MAPS: Evacuated areas in the city of Calgary: http://t.co/4thr9fCXmc #YYC #yycfloods
1,RT @donnamct: RT @smbyyc: PLEASE NOTE - #SMBYYC #41 has been CANCELLED!  Up to 100K ppl affected by #yycflood - we need ppl to stay safe! P…
1,RT @cityofcalgary: City of Calgary NOT under boil water order. @AHS_media #yyc  http://t.co/6IYE7cHc16 #yycflood
1,"RT @JeffALewis: Peace bridge again, looking southwest #yycflood http://t.co/QKcjwURw3h"
1,RT @calgaryjournal: City of Red Deer declares state of emergency: http://t.co/XCBYOvSNeA #abflood #abstorm #yqf
1,"Now I will devoted my effort to keeping people up-to-date on the flooding in Alberta. Very sad, and I hope everyone is safe."
1,RT @MichelleRempel: Pictures are not worth the risk to your person or to our emergency responders. Avoid the river. #yycflood
1,RT @CBCMeg: Follow him: “@CstShaw: Taking over tweeting for @CalgaryPolice during #yycflood since we've reached twitter limit on our main a…
1,“@GlobalEdmonton: Watch: Live stream of the Bow River: http://t.co/B3lLPh1ZbE #abflood”
1,RT @CstShaw: Taking over the tweeting for @CalgaryPolice during #yycflood since we have reached the twitter limit on our main account. #yyc
1,RT @NHLFlames: .@CalgaryPolice have exceeded their tweet limit - follow @CstShaw for #yycflood updates.
1,"RT @NavyBoy88: according to officials, Flooding in #yyc expected to reach 6 Ave, those not familiar with Calgary, that's roughly 1 km inlan…"
1,RT @TELUS: Big thanks to our team in #YYC who worked to fortify our network for #abflood - loads of sandbags! We will be monitoring it.
1,RT @GlobalCalgary: UPDATE: The Calgary Drop-In Centre has been evacuated due to flooding concerns. #YYC #yycflood #abflood
1,"Stay safe, Alberta. #ABflood"
1,RT @cityofcalgary: Please avoid downtown if you can tomorrow. There will be a number of road closures. #yycflood #yyc
1,RT @nenshi: Please stay clear of downtown tomorrow (if you can). There will be a number of road closures. #yycflood #yyc
1,RT @CstShaw: Thanks to @EdmontonPolice for sending your troops to help us with #yycflood #yyc
1,"RT @nicolerrabbit: @sandraklis: The river now! Getting dark and headin for higher ground now, everyone stay safe! #yyc #yycflood http://t.…"
1,RT @Daorcey: .@calgarytransit expecting service disruptions tomorrow http://t.co/NmNBVkT0MZ #yycflood
1,RT @nenshi: Please stay clear of downtown tomorrow (if you can). There will be a number of road closures. #yycflood #yyc
1,"RT @theturner: Among other odd details of the #abflood, let’s remember it was the night @CalgaryPolice went to Twitter jail."
1,"RT @isosanity: Langevin Bridge, 10:30 PM #abflood #yycflood #yyc http://t.co/10qh8ZbdZr"
1,RT @JoseCanseco: heart goes out to the flood victims in Alberta.  Praying for the rain to stop
1,"RT @EpochTimes: Canmore Flood Could Force 100,000 From Homes in Canada http://t.co/x3ULopkuoz | Epoch Times"
1,RT @CalgaryPolice: And also evacuate this area of Bowness. #yycflood 2/2 http://t.co/hGZVoJaLJD
1,yep this is all i could think of haha stay safe errbody #yycfloods #yyc #abstorm #abfloods http://t.co/Aee01GPgkR
1,RT @acoyne: Two by two? @TonyHerald: Calgary Zoo is actually moving animals to higher ground now #yyc #abflood
1,RT @downtowncalgary: Please be safe tonight and please work from home on Friday due to road closures w#yycflood http://t.co/G2eLGaAOgQ
1,"Good news from Okotoks, where the Sheep River appears to have peaked, waters receding: http://t.co/E79r5ZW110 #abflood"
1,@cityofcalgary @CalgaryPolice @CalgaryFire #yycflood Hope yyc Fire Department and EMS requested larger twitter traffic limit 4 future emrgnc
1,Lol Alberta flood 2013
1,@Premier_Redford expected to be touring High River and area tomorrow. #ABflood
1,“@_Tosin: If any Hot Chicks in #Calgary Need lodging from #Flooding you can have my Bed I'll sleep on the Floor Tonight” #classy #pricesless
1,RT @Daybreak_Dude: #dbn former host Russel Bowers joins the show to give us eyewitness account of #calgary flooding. #cbc
1,RT @nenshi: Heads up! “@CstShaw: Taking over the tweeting for @CalgaryPolice during #yycflood - we reached the twitter limit on our main ac…
1,RT @cityofcalgary: Reminder: ALL CBE and Catholic School Board schools closed.Please RT and let the children know. #yyc #yycflood
1,RT @nenshi: Please stay clear of downtown tomorrow (if you can). There will be a number of road closures. #yycflood #yyc
1,RT @harpoooon: I feel like nobody realized it was the first day of summer in Calgary #yycflood #notsummer
1,RT @CIAwesome: ROAD CLOSURE: Many parts of Elbow Drive are under flood watch and are closed off. Stay away! Use alternate routes #abflood #…
1,"RT @amandatem_: Today's most tweeted topics on my twitter: Calgary's flood, Instagram's Video and North West."
1,"Thanks for making fun of us, Google. #jerks #yycflood http://t.co/aldZtV0KJA"
1,Pray for Alberta. #flood
1,Front page of http://t.co/IY2oAYnMRh lead story. Yikes. #yyc #yycflood
1,RT @cityofcalgary: Reminder: ALL CBE and Catholic School Board schools closed.Please RT and let the children know. #yyc #yycflood
1,RT @UnikornGirl: Shouldice Bridge is closed &amp; between 48 AV NW and Bearspaw Dam RD NW is closed #yycflood
1,"RT @Metro_Nolais: Flyover into downtown off Memorial closed, downtown could be hit bad #yycflood"
1,"RT @cnnbrk: Mandatory evacuations in 20 communities in Alberta because of flooding; 100,000 could evacuate in Calgary. http://t.co/rcrPB3MC…"
1,"RT @popingay: Feels strange being evacuated from the 33rd floor. Trust me, if the water gets there we're all screwed. #yyc #yycflood #abflo…"
1,RT @codyincalgary: Avoid everything that is non-essential tomorrow and don't go anywhere if you don't have to. #yycflood
1,@CstShaw What is happening to the animals at the zoo? #yycflood
1,A tribute to #Calgary #yyc #flooding #Okotoks  http://t.co/ifY49PPq2f
1,“@4theluvoffooty: YYC you're in good hands. One of the best mayors out there #abflood” @nenshi
1,Flood in Alberta and the miami heat wins the nba finals...and also a baby named north west #whatajoke #yycflood #NBA
1,"RT @calgarysun: Please stay safe, everyone! Calgary Sun reporter will be staffing City flood briefings this morning &amp; tweeting from there. …"
1,RT @SAITPolytechnic: We've opened residences to those evacuated due to #yycflood. If you need lodging visit an #ABemerg Response centre fir…
1,RT @ReidFiest: Driving in Kensington. All the power is off. Weird scene. No flooding yet. #yycflood http://t.co/RFIzqMcEVX
1,RT @CalgaryPolice: Thank you #yyc for the kind compliments this evening. They will help us go through the night. #yycflood
1,ALBERTA FLOODING - Canmore Bragg Creek High River Floods Calgary 2013 Fl...: http://t.co/jh0ud0Gtos via @youtube  النهر انجن
1,Haven't heard much about the homeless during #yycflood. Glad @calgarydropin is looking out for them tonight.
1,RT @Nishnabi: Alberta gas leak continues as extreme flooding prevents shutdown http://t.co/ehfwzQGLLW
1,This is gonna be a boring weekend if I can't go downtown to drink #yycflood #firstworldproblems
1,"As many as 100,000 people could be forced from their homes by heavy flooding in western Canada. Water levels peak today at noon."
1,RT @TheHarperGov: My PMO working furiously tonight  to reveal the truth of Justin Trudeau's connection to southern Alberta flooding.
1,"Flooding may force 100,000 from west Canada homes - http://t.co/rlkLKZH9pn"
1,"#news Canada floods 'could force 100,000 from homes': As many as 100,000 people could be forced to fle... http://t.co/RAk5IenM37 #follow"
1,"RT @GlobalParker: An up close look at the centre street bridge, flowing through lower deck. Courtesy: Alex Halat #yycflood http://t.co/a9H8…"
1,The city's @stsomers says a number of bridges (especially around the core) are closed. Bridges along Deerfoot being assessed. #yycflood
1,RT @CalgaryPolice: Clarifying a rumour for #yyc. There are NO zoo animals being sheltered at the Courts. #yycflood
1,"OODA Loop: West Canada flooding forces 100,000 to flee homes | http://t.co/4p8cFYDNkK"
1,Alberta awakes to more rain as flood crests near http://t.co/EjLryIJBEF #yeg
1,"Straight from @nenshi , to ALL Calgarians: Avoid ALL Travel that is not absolutely necessary #Calgary #abflood"
1,"West Canada flooding forces 100,000 to flee homes http://t.co/u4ouLBYohe (via @news360)"
1,"RT @FineDinerYYC: Apologies friends but, we will be closed today. Inglewood is shut down. #yycflood"
1,"RT @Greenpeace: Heavy flooding in Canada may force 100,000 people to leave their homes: http://t.co/Xl2LaXTC5W #ClimateChange"
1,Unreal situation with all the flooding in Calgary. Grateful that my home is safe.
1,RT @RosaHwangCTV: Stunning images from the #YYCFlood zone: http://t.co/uKYdGgHLt2 #Calgary
1,RT @cityofcalgary: For mandatory evacuation information including locations and maps check here regularly: http://t.co/aDxK0wsErR #yycflood
1,"RT @TPM: PHOTO: Extreme flooding in Canada may force 100,000 from homes today. This man swims after his cat: http://t.co/0smvIEahzN"
1,RT @buzzbishop: This Is NOT how you win friends. #wtf #yycflood MT @CalgaryParking: regular parking rates are in effect today.
1,"RT @canadogreg: Must see flooding pic from High River, AB RT @NatashaChiam: RT @tracyohn: High River #abstorm #abflood http://t.co/x80e0Uv8…"
1,WATCH: House floats down river during Alberta flood http://t.co/0Z6r47EKDy
1,RT @jengerson: 2nd Ave. #yycflood http://t.co/3c4CelUTTH
1,RT @CalgaryPolice: Clarifying a rumour for #yyc. There are NO zoo animals being sheltered at the Courts. #yycflood
1,RT @yuppielove: OMG! “@aimeedodge: @EmilyMcTeer “@KB_Dutch: #yyccc #yycflood corner of 17 and Macleod  @ 6:30 am June 21.http://t.co/lo8cLX…
1,"RT @calgaryherald: Stay away from downtown, says #yyc mayor. Latest news here: http://t.co/ktTk48cQKo #yycflood Stay informed for free."
1,RT @weathernetwork: RT @fionnscalgary looking at bowness park flooding http://t.co/0uyYizd6po #yycflood
1,RT @YahooNews: WATCH: House washed away by flooding river in southern Canada crashes into bridge http://t.co/AxCm5S8N7o
1,Praying for Alberta. #flooding
1,To all my friends in Calgary &amp; Alberta. Stay dry! City remains on flood alert from rising rivers  http://t.co/poirfkcrLN via @CTVCalgary
1,Has there been any reported deaths as a result of the floods? #abflood #yyc
1,Alberta floods: How did it happen?  ...   http://t.co/7SnQIHQ4UN via @weathernetwork
1,RT @MariekeWalsh: Wow! RT @cmaconthehill: RT “@660News: Stunning! RT @TriVestWealth What was once Memorial Drive. #yycflood http://t.co/eht…
1,RT @weathernetwork: RT @pahnita: Panorama of the city from Scotsman's hill. #yycflood http://t.co/kFOn4BRChW
1,Somewhat positive note: I now have a badass story to tell my grand kids while I'm hanging in the old folks home. #AbFlood
1,Flooding from extreme rainfall is a hazard for ON too. Emergency in #Alberta should be a call to get a 72 hour kit. Better to be prepared.
1,RT @sbaranski: .@Premier_Redford &amp; @pmharper pledge coordinated response to flooding  http://t.co/2MnrmtfWyk #ableg #ABflood #cdnpoli
1,@cityofcalgary my Discovery Ridge home is dry :D my waterfront condo isn't ;( #yycflood
1,UPDATE: #YYC flood evacuation areas #abflood http://t.co/C2MZMWkVo9
1,The Bow from our deck! She's not happy! #yycflooding http://t.co/nEkqkigkH9
1,Widespred flooding in alberta. No school
1,RT @FarahDhalla: #calgarians say this is #INSANE. Taking pics of the river waters down #Macleod TR. @weathernetwork #abflood http://t.co/yE…
1,#yycflood #DeerRun http://t.co/T1ijLaIqLB
1,RT @PaulaTrotter: Oh my gosh! My sister just sent me this pic of MacLeod at 9th Ave SE. Insane. #yycflood #downtownyyc #abflood http://t.co…
1,"#yycflood reporters: when you come to the next pressr, cd ya bring some ibuprofen? Cluster of your competitors will pay all our dollars"
1,loverpie's photo #yyc #calgary #flood http://t.co/TOKd4uPfAZ
1,"RT @littlemissmocha: RT @seamusoregan: BREAKING: 1,200 troops being deployed to help with flooding in Alberta. @CTVNews"
1,RT @kendraoh: Never seen the city this bad! ... Macleod on 17th. Stay safe everyone.     #yycflood http://t.co/DXAypBfPF9
1,RT @calgarysun: You may want to AVOID Deerfoot Tr. The Calf Robe Bridge is closed #yyc #abflood
1,Oh my! So close to me! “@ShaneKeller: Humpty's on McLeod Trail underwater #yycflood #yyc #photo http://t.co/odOUNE46LK”
1,RT @calgaryherald: ALERT via @cityofcalgary: Calf Robe Bridge CLOSED. Be careful and drive safely. #yycflood #CHlive  Free news today http:…
1,Our thoughts are with the residents of all the affected neighborhoods in the Alberta flooding. #yycflood #abflood
1,This bridge is only a few blocks away from my family's place in #Calgary! Such crazy flooding. Stay safe everyone! https://t.co/RpwdCnhV4t
1,Serious amounts of flooding and evacuations of several neighborhoods taking place throughout Calgary. http://t.co/2m0ek7Y0l7
1,RT @CstShaw: All #yyc schools are closed tomorrow and we are asking all people to avoid coming into the downtown core if possible. #yycflood
1,Watching footage of the #yycflood crazy stuff. Stay safe Calgary. Red Cross donations are being accepted for anyone interested.
1,Flooding in discovery ridge in calgary June 20 2013: http://t.co/UWGQiLHRQz via @youtube #YYC #Flood #Calgaryflood #yycflood
1,RT @kelly_doody: Unbelievable RT @XOjesXO: Ugh @whogivesaknit RT @PaulaTrotter: Memorial Drive by Prince's Island #yycflood #abflood http:/…
1,RT @mapsgirl: Show your support to people affected by Alberta floods by donating to @redcrosscanada: http://t.co/Tu8XgEgUtW #abflood Pls RT…
1,"RT @WaterPortal: RT @berkleyroth A dirt berm on the Elbow River broke in the Mission neighborhood of Calgary, flooding the Safeway.  #yyc #…"
1,RT @SimonOstler: Calgary RT @CTVStephBrennan: This is Riverfront Avenue http://t.co/tBG5AjzFw4  #yycflood
1,Family is safe and I have a full box of Yorkshire Tea. #readyforanything #yycflood
1,RT @bingofuel: Any organizations doubting the usefulness and benefit of social media today clearly aren't aware of #abflood
1,"RT @robotpilot: RT @DonC_Twit: Seriously, the http://t.co/B1ilePlgtU doodle could not be more unfortunate today #yycflood #abflood #fail #d…"
1,RT @sarfoss: RT @sjrtitan: #yycflood help is on full force and coming http://t.co/H8i0VpT17L #SMEM and there go the troops #abfloods
1,What I didn't think about when leaving yesterday - electricity shut off...goodbye food in fridge and freezer #yycflood #mission
1,"So much water in the streets that I walk every day in downtown. By the looks of it, I'm sure my school flooded 😖 #yycflood"
1,Red Cross Responding to Alberta Flooding http://t.co/jw7zIyk2X7
1,RT @teedot: A picture from downtown Calgary this morning #yyc #abflood http://t.co/OUCx4JPNuq
1,RT @crudereporter: I can smell gas as Calgary's hazmat response team arrives at the federal govts Harry Hays building #yycfloods http://t.c…
1,RT @GlobalCalgary: WATCH LIVE - @Premier_Redford speaks about Southern Alberta flooding - http://t.co/tjXEoTHOqP
1,"In times of crisis people are judges by how they react. Albertans are the most patient,and supportive people in the world. #yycflood"
1,#Latest #News Flooding May Force 100000 From West Canada Homes - ABC News: ABC NewsFlooding May Force 1... http://t.co/bSKpPKM0fu #BNews
1,RT @ArleneDickinson: This. Is. McLeod. Trail.  OMG.  #yycflood http://t.co/pymywKvHRA
1,RT @CalgaryPolice: Power has been shut off in evacuated communities for the safety of citizens and first responders. #yycflood
1,RT @Spruuuuuce: Stampede race track #abflood #yycflood http://t.co/oRRSGytw0J
1,The pics of #calgaryflood are nuts! Thoughts are with the thousands affected. #yycflood
1,RT @Calgary_Realtor: A google map showing #yyc evacuated area's. Extensive - much downtown. #yycflood #evacuated #community #yycre https://…
1,"On hour 28, you get a 2nd wind. - @nenshi. Sending so such love to all 1st responders &amp; city workers working on the #yycflood."
1,"RT @findingcam: Elbow falls in Calgary,Canada pre flood and now a few hours ago. Stay safe Calgary via @chadmsaunders #calgaryflood http://…"
1,RT @Calgary_Realtor: A google map showing #yyc evacuated area's. Extensive - much downtown. #yycflood #evacuated #community #yycre https://…
1,RT @weathernetwork: RT @KB_Dutch #yycflood corner of 17 and Macleod  @ 6:30 am June 21.  Welcome to the first day of summer. http://t.co/l9…
1,"RT @GlobalCalgary: Calgary flooding puts police in Twitter jail, crashes city website: http://t.co/QnIEPLLDaR #yycflood"
1,The flood in Calgary is a lot more serious than we're led to believe. They are just sandbagging.
1,RT @BridgingFoxes: Army trucks on the roll #reddeer #costco Prayers for those helping #abflood http://t.co/FsnCVrZ7s3
1,"RT @iainilich: Despite #yycflood mayhem, @Shawhelp repair guy arrived on time to replace flaky PVR. Thanks!"
1,RT @Crackmacs: You'd never know its flooding mere blocks from us. Looking east on 6th ave sw #yyc #yycflood http://t.co/nf5zoFA5TX
1,RT @cfhorgan: here's a shot of 1 ST SE this morning #yycflood http://t.co/6aS0xwJjI0
1,RT @KathrynMombo: Thoughts and prayers are with everyone affected by the floods! #StaySafe! #abflood
1,"RT @buzzbishop: Saddledome flooded to row 10. Dressing rooms destroyed. #yyc #yycflood So, about that new rink?"
1,"RT @JamieNiessen: 75,000 evacuated, only 1,500 in shelters. that's my calgary #yycflood"
1,RT @TheoFleury14: BREAKING: Water is up to row 10 at Saddledome. Dressing rooms completely submerged. #yycflood #NHL”
1,RT @cityofcalgary: ATTN: The upper deck of the Centre St. Bridge is CLOSED. #yycflood
1,"RT @FarmLead: Devastating. Eerily similar-looking to '97 MB flood RT @StephHansenFM: Arial view of High River, AB. Wow. #abflood http://t.c…"
1,RT @dinnerwithjulie: Amazing panoramic shot from Scotsman's hill right now. #yycflood http://t.co/T2yIbXuLQo
1,Oh dear RT @TheoFleury14: BREAKING: Water is up to row 10 at Saddledome. Dressing rooms completely submerged. #yycflood #NHL”
1,RT @Mookalicious: Here's what parts of Calgary look like right now.  We are all crushed with the images but we are strong!!  #abflood http:…
1,RT @AHS_media: City of Calgary NOT under boil water order. #yyc #abflood
1,RT @weathernetwork: RT @alwinbouchard River in Sundre Alberta http://t.co/ZzfKoQq1D5 #abflood
1,RT @jasonthistle: Just incredible RT @chmelle: RT @irisheagle High River RT @StephHansenFM: Arial view of High River. Wow. #abflood http://…
1,RT @TheoFleury14: BREAKING: Water is up to row 10 at Saddledome. Dressing rooms completely submerged. #yycflood #NHL”
1,"@MargotMicallef OMG, Margot, this looks and sounds terrible. My thoughts are with you and all the people affected by the #ABflood"
1,Stay safe and dry today Calgary. #abflood
1,RT @TheoFleury14: BREAKING: Water is up to row 10 at Saddledome. Dressing rooms completely submerged. #yycflood #NHL”
1,RT @beltline_pres: . #beltline 13 #yycflood . inundation in Beltline Victoria Park . http://t.co/uQokXNUhSc
1,"RT @esther_madziya: Wow, shocking to see the flood waters in downtown Calgary. #yycflood http://t.co/OTuJfpevnv"
1,RT @FletJan: Alberta premier warns of downstream floods to come http://t.co/1GBLP4THch #AB #environment #flood #disaster #cdnpoli
1,"RT @MadelnCanada: Stay safe, Alberta. #abflood #yycflood"
1,RT @jody_macpherson: Want to help out? A crowdsourced page of ways you can help Clean up Calgary https://t.co/0J5oCgpGXh #yyc #yycflood #ab…
1,"RT @earthskyscience: Flood waters expected to peak around noon (local time) today in Alberta, Canada.  http://t.co/dYqQERzieE"
1,RT @CBCAlerts: Harper en route to Calgary to tour flood damage   . Will accompany Alberta Premier Redford #abflood #cdnpoli
1,RT @JeffStokoe: Water flowing over spillway at the Dickson  dam #ABFlood #reddeer river @RedDeerAdvocate http://t.co/kgeqMS5W5F
1,RT @Mookalicious: Please say a little prayer for our friends at The Calgary Stampede!  They could use it! #abflood http://t.co/0MrRYzNLoJ
1,RT @weathernetwork: Police cruiser abandoned off Memorial Drive in #yyc. Photo by Brigette Jobin #yycflood http://t.co/K2ePD3GgHK
1,"Drop-in has evacuated to: 4804 EdmTrail NE, need pillows and blankets!! @GlobalCalgary @CTVCalgary #yychelps #yycfloods"
1,RT @EricFrancis: So much history destroyed at the Dome including massive championship team photo from 1989 signed by most players. #yycflood
1,RT @EricFrancis: Nashville North and Dome flooded RT @dinnerwithjulie: View of the Saddledome at 9am from @studioama1 #yycflood http://t.co…
1,RT @Hot__Springs: Flood waters from Cougar Creek continue to wreck havoc along its banks! http://t.co/BMIvD2oeeq #abflood #abstorm #canmore
1,RT @IrishEagle: @weathernetwork Before/After Downtown Calgary. 9th Ave SE at 4th St #yycflood #yyc via @AlainDupere: http://t.co/TqSYmHOtdj
1,"RT @claudlemire: The upside of tragedy, the many acts of kindness #yycflood #abflood http://t.co/Cfkk9zUBrh"
1,"Thousands evacuated in Canada floods – in pictures: Widespread flooding in southern Alberta, caused by torrent... http://t.co/JFzvUki9Y9"
1,Hoping my love @maddy_shea and all other calgarians are staying safe #abflood #yycflood
1,RT @ShawTVCalgary: The Calgary Zoo moved the lions and tigers to cells at the Calgary Court House. Yes - you read that correctly! #yycflood
1,RT @alex_ruiz: Oh Calgary :( -- Before/After Downtown Calgary. 9th Ave SE at 4th St #yycflood  http://t.co/fjNMQvi5sH via @AlainDupere @wea…
1,"#yycflood Sunday, June 23 St. Anthony Catholic Church 60th Anniversary Picnic CANCELLED; RETWEET if possible"
1,RT @MarkSCScott: Calgary flood from my balcony in Mission. Now - high. #yycflood http://t.co/gCLaBEM5tP
1,@Fan960Steinberg build the next arena on higher ground? #Flames #yycflood
1,RT @dinnerwithjulie: Zoo bridge. Yesterday was 5' - just graded it at 12.5' #yycflood http://t.co/t7hVXik6SU
1,RT @KaleighRogers: A 15-year-old High River boy is missing due to the flood. Call police if you see Eric St. Denis #abflood #yycflood http:…
1,RT @pdriscollTBT: PHOTO: The red circle is the train tunnel into downtown #Calgary. #yycflood http://t.co/5zGG6LOBDD - @christiefaber
1,City says there is no concern over drinking water quality at this time; Water supply remains unchanged. #yycflood
1,RT @JoseCanseco: heart goes out to the flood victims in Alberta.  Praying for the rain to stop
