target,tweet
0,@mynameismo well now.. that's just punishment  why are you down?
0,"An hour and a half in this meeting, and we're still saying the same things we were in the first five minutes. "
0, i will miss you 2008-2009 Sinfonia!
0,"@erinthomas06 Fun, but its almost over "
0,I have a pain! 
0,@MayMissAwkward i knoow!! haha that would be awesome... but its not real 
0,@MIKEMIKE_SODMG dang  I was going to buy em but idk
0,"Missing a chance to sub with Cheds.  More rational heads (Bill) prevailed however, as I sat here hacking up a lung. "
0,I cant help it.  *BNN. [24 DAYS]
0,I need to marry well and live a life of leisure! I am so over work 
0,"Wow lazy day, church, computer, tv. Now i have to finish my stupid painting and read the rest of act two of romeo and juliet! "
0,at home taking caRe of my baby..he's sick 
0,@jchoo001 i want to shoot some hoops too!!! 
0,@madiownsyou *hugs* 
0,"hey,  Baby still has a fever "
0,@abigaill oh ok. going to jail. 
0,@IamFunk no naked. bathing suit!!!!  LOL ms.edina is the one who is alllways naked. i miss her...paw 
0,@springtree Sigh. Thanks. 
0,Daily gym regimen resumes TOMORROW! just went on a leisurely stroll with a friend and I am covered in hives.  Grrr...
0,This is how bored i am 
0,Just finished pumping the ole basement for a second time since the rain flooded it!    Grrrrrrr
0,Worst. Day. Ever. Needing some legitimate hug action. Show starts in 30 
0,@StDAY Damn. It's been rainy and in the 50s and 60s here all weekend. 
0,doesn't like CV dropping  makes me nervous!!
0,@greysonsmith Aw man and your day was going so well.  Hang in there.
0,"just at work, working hard heheh man i wish weekends were longer won $11.00 on lotto not enough to quit my job "
0,"55 bottles of beer on the wall... wait, that's too many bottles; less water next time "
0,i wish i had polarizer for my wide-angle 
0,sadly has to get off of twitter till tomorrow morning... 
0,i have the hiccups... boo 
0,just got done working out. Now im going to lay down i have the worse cramps 
0,WRITER BLOCK COMIN ALONG. I DONT GOT THE JUCIES AGAIN 
0,fuck  ipod it is broken  sadness is rushign though my heart as we speak
0,wants her sister to get better 
0,Mad I didn't make it 2 Puerto Rico 4 the weekend..... 
0,"Any tips for a sore tummy?  Please be simple, I am at work so simple ingrediates will be fantastic."
0,Okay now I'm not...fire alarm everybody out.  Sittin outside now 
0,@Julia_13 that's horrible 
0,Fucking a I'm not getting work done 
0,@vaughnchicago I am so so... gray skys don't help me much these days... that little spirt of sun made all the difference but it's gone 
0,Sunday funday ends  work tomorrow begins
0,@sd0403 haha yeaa..it was because of graduation. like it just hit me today after the rents left w. most of my stuff  .ps i be in pitt tom.
0,Waiting in retiro because my girl is traveling back to parana. 
0,"@joeymcintyre Then we r in the same boat, well not boat b/c I'm not going on the cruise either  I'll just b waiting impatiently until June"
0,has a migraine and is really sick 
0,Hearst castle was just like I remember. Big sir was beautiful and the dog lifted for us to see. 17 mile drive was way too foggy 
0,"Missing my bff, get well soon @HJoLee..its just not the same w/o u "
0,My mom wont let my go to school cuz she thinks i have swine flu 
0,@natalietran I wanna be able to read the full quotes in the background here on twitter. They look funny but I'm blocked by the msg stream 
0,@averygoodyear I hate when that happens  I hope it's not too bad.
0,"Aargh! Just finished HL2: Episode 2 - the ending leaves you wanting to dive into Ep.3, but there's no word on when it's out - 2010 maybe. "
0,ALL THE PEOPLE OUT THERE THAT DESERVE TO DIE SHOULD JUST DIE.. DAMMIT 
0,"@paraWRITERmore Haha...Nothing, actually. I'm just a bit annoyed right now. "
0,Dammit when will my arm see sense and stop hurting  -_-
0,ate too many cookies 
0,"@ErikaM12345 Ahh okay, i love that song!    I feel ya"
0,I just had dinner. (tried to snag some hot dog but it didnt work) 
0,filter - where do we go from here (x-ecutioners remix) is amazing. i remember when i first heard it on power in LA - i was 18 n love 
0,@Tasleema uhhh yuuhhh! i was sposed 2 eat some boston market but its all gonnn' 
0,Ate a few kinda bad things this weekend and is now seriously regretting it 
0,Wishing I could go on summer traveling tours. 
0,Brunch with the family this a.m....sad to leave  after a 3 1/2 hr drive I'm back in Ptown and at work!!
0,@JalenJade Aww that is so lame.  DMs if you don't mind a ton of email?
0,jeeezzz... I got stuck with my books... been studying and reading the past few days that I could barely sleep...  ... 2 days more to go!
0,"@brokerkathy I've been here, but not terribly active.  Good to see your face.    Have you been well?  Doing reno's here.  "
0,@ThePISTOL my oh my you are probably THE CUTEST thing ever when playing drums - bamboozle was amazing - bummed i didnt meet you! 
0,it's sunday nite &amp; i'm having 'mad men' withdrawal. guess i'll have to settle for reruns. 
0,seeing cari on thurs! she wished for me at 11:11. I feel loved. I miss so many people right now. 
0,can no longer use facebook  stupid piece of shite.
0,@JaneeTMB I know my flight is delayed. Wanna come home 
0,incredibly sad @ANZozCEO is leaving us  http://tinyurl.com/capq2c
0,@asmaki i guess i don't always have fun at home 
0,I just walked to the nail place only to find out they were closed. And then back. My feet hurt! 
0,I can't believe I have to wait for Friday! 
0,"all i wanted this weekend was to go to bamboozle. but this weekend has been shot to hell, literally. ask me about it. "
0,@queencupcake9 This he is WAAAA!!! I'm sad 
0,http://twitpic.com/4incl - The tiny Porter plane that took me from Ottawa to Toronto. No wonder they are delayed in the bad weather 
0,"working live on the air until 10 tonight, then heading home and going to bed... not feeling well.. maybe a cold or flu.... "
0,shower - school tomorrow 
0,"@scicheer congrats! sounds like an amazing and informative time http://tinyurl.com/d6rej8   I'd go to meet authors, but can't "
0,"Omg,,im watching something soo weird "
0,My tummy hurts! 
0,i'm looking up a TON of spanish words 
0,Sick with a cold. Thanks hubby!  
0,"@partybusmichell Oh yeah, i forgot you all are going to be out of the office all week, then when you're back, I'm gone "
0,"Even after the paycheck, still broke.  Haven't put into the $10k savings after hitting $5K.  boo "
0,"@Black_Cats_Foll You're lucky, it's raining rigth now here, which makes more sad after @RalfTheHamster went to the bridge "
0,"hablaaaaame  oh well, theres always others"
0,@asmaki06 i guess i don't always have fun in the house 
0,@ewok_626 Miss you too  &lt;33
0,@padfootly my internets is gheyyyyy 
0,"@fruMurf I myself have lived in Oklahoma for over 25 years. While I know a lot of open loving people, I know a few that are not so much "
0,Bad baseball day for me. Everyone lost or got rained out. 
0,@mcflyfan1408 haha i really dont! night batts dead  xo
0,@KezzaMcDezza Yeah.... only it looks like it's blowing over already. 
0,Randomly was thinking about how much I wanted to be in LA again..too bad my friend moved 
0,"I'm with @emurleexx and we are mashed!!! Timefor bed, we missed curfew "
0,Emergency waiiting room tryna see my little sis  mom says she hasn't been able to sleep without me in the house. DAMN MAN 
0,@laigaiem That's what I thought.  Sorry for the drama.
0,"lol, people don't like me today. i just dropped 5 followers within 6 hours. "
0,@tvanderwell As said by a lifelong Episcopalian that is watching his church disappear. 
0,@mynameismo Eep! Hope ya got something for that! 
0,Love listening to my 'explosions in the sky' pandora while studying! 5 DAYS LEFT OF COLLEGE! 
0,At home. And sad.  wish i knew what to say. Im speechless.
0,@jansjay Scarlett...how can you have her and no Lady Jaye? Jaye was gangsta. If you gonna do a remake do it right. wtf. 
0,can't speep 
0,i hate german conjugations. 
0,@liz_danes what holiday is it?  I'm so outta QLD loop these days! *sad face*
0,kk everyone i gotta go take a shower and get ready for bed...school tomorrow  nite everyone!!
0,@vincent_ryan I think your laptop passed the swine flu on to my laptop 
0,@MIKESCHAIR Wish I was in Florida.   You guys are amazing.  Thanks for all you do.
0,nothing much. Just a lazy sunday! BUt..... I don't feel very good..... 
0,@bubblet0ess  I wish I was with you right now.
0,"@remembermaine please, no, it's all i have "
0,My smelling salts exploded in my purse 
0,@citysmog I'm sorry   I'd of not taken you there...ever.
0,bamboozle farwell! we left early but this year was SO MUCH FUN I don't wanna leave   I love lifeeeee
0,@AshleyAnneLopez I KNOW!! SO SAD.  btw....moo hasn't moved all day. hahahaha.
0,preparing for Melbourne trip 
0,@Peachywalrus lol.. i'm going a lil insane.. run out of drinkies aswell..  i think i might have to pack up real soon..
0,"@chicagostyle Yeah. I didn't go in expecting to be blown away, but I def didn't expect to leave feeling so disappointed. "
0,@RobbieHorlick  tree feel on the house and most of the windows are broken.our dog stepped on some glass and cut up her paw. 
0,My favorite place to eat closed 
0,"12 hours of app testing Saturday, 9 hours today. I'm baked. Oh and look at that - the new work week is starting tomorrow "
0,Is so sad he still has 5 hours and 22 mins. 
0,doing paper work 
0,http://twitpic.com/4inq9 - braless with chipped nails 
0,@KredibleAlerts. I am super mad I'm not ther 
0,@meloballerpoet she does u have to see her cry by the stairs when i leave for work..  so sad
0,"@TroJoe oh, that's what i meant, season 2, ep 15... "
0,"@HappyGaper  I loved the video! It was so cool. I can't ski, snowboard, or any  of that other shit. It doesn't snow here. "
0,@Fairy73 UGHH! tellll me about it!   i hate it! i cant even begin!  its really bad! what should i do to get cracking on my paper?!
0,Not a fan of the male population right now. Heart broken and getting kicked while I'm down and out. Sad face 
0,@Catfish_Man so no real effect on build time?   is that a clean build?
0,@RBKCreations aw  
0,@MsHerr I had to spring for @daytum plus! I just wish that I had more books to put on in this year-too little time for pleasure reading. 
0,@betsybookworm I KNOW!! I seriously thought SOMETHING would be open. There's no cawwwwwwwwwwfie 
0,@hezness It was waaay too short. 
0,I know That would be the 1 thing I couldn't do without! @yurple67 @4ut I just didn't see a computer! 
0,@prCarrD un-be-liev-ably so! but not creative...just filling orders! $$$ but not fun 
0,finna bang dis popeyes and del taco and head back to da pheen.. wish i could stay in Cali 
0,new in twitter no friends yet 
0,"@brooklyn11218 Are you kidding? Knowing how you are with your keys, you'd probably leave me somewhere "
0,Is still feeling incredibly sick 
0,mr ambulance you are hurting my kitties ears. hope your patient is okay though 
0,studying for finals sadly 
0,wisdom teeth hurt 
0,@CoCo_Rene awww honey. my roommates were too passed out to move! lo Siento 
0,@a_broo that freaking nap lasted for 3 1/2 hours and I have finals 
0,"Bedtime.  I'm not ready for bootcamp class. Assessments are tomorrow. I don't feel more fit, but I gotta be right? I guess we'll see. "
0,i didn't want to do this but i have to cram tomorrow 
0,@paulsalazarjr did everything but the pants thing and I definitely don't feel like a winner right now 
0,still am in the computer lab writing my paper 
0,Study Day   ppfffff it's sucks xd
0,oh rly?  aw   i saw commercials for it and he does kinda seem to be a bit of a douche
0,just heard from my parents...no fish this time 
0,@mileycyrus I just finished miles to go. I didn't want it to end  I'm gonna read it again with a high lighter &lt;3 LOVED IT.
0,"I'd like to find an online version of Monopoly that really mimicked real world play (trades, negotiation). None of my friends will play. "
0,@JillzWorth yes the one tonite is GOOD!! 
0,@JeffJeffie they are fine. just a lot of damage and my dog got hurt 
0,@jonathanrknight I cant sleep  i hate insomnia.
0,"leaving for home toady, not feeling like going!  but have to"
0,"@She_Luh you guys are lucky. we dont get done till may 15  but its all good. and wow, cobb... i smell your pain..."
0,@anidee  i was running around calhoun and there was million ppl and i was passing in the grass but there was a hole and i stepped in it 
0,"Got to go find a good bedtime snack, still have some calories left for the day. Worst part of dieting: always thinking about food "
0,@princesscrys AHHHHHHHHH so we finally napped yeah?? GOD  what a weekend shoot meeee 
0,finishing my hw i got yesterday from school since i was out sick for 3 days 
0,Wanting to cry...all I've eaten today are 3 mini pancakes and Robert refused to work so I've been running my a$$ off all day 
0,@mrfresh_2def lol but its for a good cause tho! Too see my bestie!  SHould i skip? or no?
0,Awh man tyler got off of stickam and I didnt get my shout out  dang
0,@westerosredsock did you hear about adam cook 
0,Man 4700? Looks like I need to delete a few. 
0,@AMomTwoBoys YES! You're right. I want to be with you guys too! 
0,"i wanna go to the interview wearing my graphic tee and hat and coool denim jacket  but hey, wanting to be a ... http://plurk.com/p/rme4w"
0,weekends go by wayyyyy too fast 
0,@ashlieh  im repacking my stuff. such a pain. see you soon! x
0,teething is the pits I tell you! Poor baby 
0,"Softball makes my back and organs hurt.  Why am...4 for 5, 2 runs, 1 RBI.  I rule!  9 for 11 on the season w/ 6 runs, but only 3 RBI.  "
0,@TVsnark Sorry for your loss 
0,stupid essay 
0,"finishing up laundry, relaxing and  drinkin my chocolate marshmallowmalt from DQ @TheRealBillyRay-aww  maybe some other time"
0,@Jayeire 
0,Moving the last of my stuff! I'm going to be internet-less for awhile 
0,@maedub@ashberry_ I see how none od my diamonds lovee me on twitter anymoreeee 
0,"My head, is pounding so badly it kills  2ne1 are near debut though, so it's all cherry lemmy! (cherry lemmy was just made up by me!)"
0,"@boxbrown Because Snake Eyes has ALWAYS needed an inanimate, molded plastic mouth, that's why. We just never realized it until now! "
0,I hope Amazing Race was good.  Maya and TayTay totally are totally now allowing me to watch in peace tonite 
0,"why did i again forget to bring ice cream home with me?   ice cream, what's NOT for dinner"
0,"@jasonridge1 reality tv shows are bad  they are....okay, so the amazing race is good. but, rock of love, i love money, etc. those are BAD"
0,"@laurenwhitney ACK! Thursday lunch might work??, but I have a test that morning "
0,�Somebody wants to tell me hello ?? 
0,"If I didn't use #twitter, I wouldn't know that I'm the only one in #wa not at #emetrics "
0,Wish I could trade lives with him because I don't like waking up tomrrow he dose. @ the same time could this be pay back. Hope not  LLYL
0,where did the weekend go?!?!  Not looking forward to a 10 hour shift tomorrow 
0,"Pool ready for water to be added, a chunk of editing done, gorgeous day and had horses on pasture again today...but no riding.   Tomorrow!"
0,Vid is uploading 
0,I am not happy that the weekend is almost over   Monday mornings are rough!
0,"as pathetic as it sounds,ive never taken the trash out before. how the fuck do garbage men do this shit?! My maid isnt home damnitt "
0,I'm slurping chicken broth for a hard-to-break chest cold.  
0,@omebia:  it's okay... I'll be your best friend. I told him that was mean to say...
0,@shelled got! But then not goo 
0,"Driving my roommate to phoenix, didn't realize last night was our last one sharing a house  i'll miss you"
0,tomorrow is my last day of school 
0,@arengh its even gonna be skewered with some excellent veggie tables and quinoa on the side.  Its not khorovats though 
0,@darfawnda you're just trying to make me jealous. 
0,@TVsnark so sorry for your loss 
0,I wish I could go to Rachels going away party but I'm broke  so I'm home alone... Gets lonley sometimes... But it's for the best!
0,@typhoidannie cutest one right now is the all black one. Gonna put them in the paper when they hit 8wks old. If i could get u one I would 
0,Left my shoes in St. Louis 
0,@jaleesaja: but im not happy... lol. im soooooo confused.!   live.LAUGH.&lt;3.
0,2 b or not 2 b...that is the question.....*in deep thought* I hate makin serious decisions 
0,Okay so I guess cottonwoods firewall is lame... So sorry no picture. 
0,"@Tre_B girl, i use twitter on my celly and i dont hav pics on my phone to add on here... "
0,I have to work from 9 - 2 on Mothers day 
0,preparing for an awful monday 
0,"Ya, i'm in a bad mood. I get off work to find out that my date cancelled to hang with his friends so i have to call my dad to pick me up. "
0,Why did my dad give me $100 at the casino to leave him alone 
0,I sure wish i went to see BLG and WTK today.. oh and ATL.. oh and Saves the day with Alkaline Trio.. *sigh* what a sad day 
0,"being lazy, hoping shes not getting sick! "
0,ahhh i am so bored. my face is super sun burnt 
0,"So, I'm not used to standing up all day in my Aldos. "
0,"Gf really upset &amp; dissapointed me today. Really wanna talk about it, but it's such a  long story for it all to make sense. Oh well "
0,@QlovesFashion did you see that? he had left that drugged drink and he went back for it gat damn. and she was all on him. 
0,my science mark is going to go down  im five days late handing in a project
0,Just heard about David's Cooks brother passing away..So sad. RIP Adam Cook! 
0,@itsnodifferent 
0,Cracked a rib 
0,@barbylon How was Montgomery? The Science on a Sphere was broken at McWane. 
0,@Brad_Jolly I'm sorry baybee  I'll come help :]
0,feels awful about ditching a freind twice in the same weekend 
0,@floral_soul thanks.  it's not easy when you are living with them. 
0,ugh. when are you coming back?  jeez.
0,skool 2morrow  but out in lk 2 weekss!!!
0,This was supposed to be a relaxing weekend  instead I am running around all over the the place and cleaning my apartment.
0,Listening to the baby cough.  
0,@meloballerpoet exactly its hard since i got her i havent gone clubbin or really gone out. i try 2 get home early. just seeing her face 
0,@gymclassheroes  omg
0,@nathyeah  dame!!!1
0,working madly 
0,Listening to music then going to bed. School in the morning 
0,"super confused, I hate guys "
0,not looking forward to driving home from lithia springs 
0,@KaitlinKullen your picture on twitter isnt showing up 
0,On the way to the ATL. I feel sick 
0,im crying over the non-existant state of revision for my exaams.  
0,"@sistapoetry no, they are  dam tv hoggers"
0,don't wanna travel tomorrow 
0,Tears are rollin!  why do i torture myself watchin these shows??
0,@RoOnDemand My cousin has been working for the Globe for over 18 years!!! Don't know what he's gonna do!!! 
0,@starria  Oh well. I was just going to text him.
0,if they do it i will have double vacations and this is awesome too but at the end of the year maybe we have to take those lose classes  
0,"going to read and maybe watch some tv, then have a looooooong sleep before waking up early for school tomorrow "
0,Prayers out to all those that were injured in the Cowboys collapse. One person paralyzed by fall.... 
0,@SherriEShepherd  Sherri the link to brentozar.com doesn't work for me 
0,@tex02p you should   
0,"@terivalente how was it? i really wanted to go, but money is so tight right now with me and our church "
0,@joeymcintyre  i didn't won too ... Argentina is ready
0,Is hating the morning sickness 
0, no double sessh today! I can feel the soreness from pump yesterday! Up on squat track to 20kg
0,should've never told her she wants ducks 
0,@NetterB I avoided the pressure treated lumber and just fenced off an area to keep the bunnies out. Last year they ate my garden 
0,@DavidArchie damn i want disney channel  have a good sleep xxx
0,Stupid. effing. computer. Hopefully Matt can fix it for me 
0,"@jewphish aww  i watched the film a few times before i read the book, and read so many things that i wish they wouldve put it the film!"
0,Such an uneventful day 
0,@AshleyLTMSYF that's soo sad  i miss it. it seems like you girls won't be at the montreal show and girlicious are opening instead.
0,@Theereesa  i know dude ive been so pissed ive been having anxiety attacks all day lol.ima go to his house and jump him theresa lets go
0,@AnetkaS SERIOUSLY! it's supposed to rain for the next week 
0,"@DavidArchie btw, if you talk to david cook, tell him that i'm praying for him and his family and that ireally wish him condolences.  rip."
0,@SHOOTNFISH  i wonder if something got jacked up with the cable run or if it got damaged when they ran the new snake 
0,@50centfranks why &quot;uh oh&quot;? 
0,loves her bookie! Be careful out there!   Next time you're in NC.. please come this way... 
0,Must stay motivated. do not flake on friend   u can do it. go linda go
0,BUT... now *I* have to leave. so...  i'll be back. gotta heat up my kid's left over lunch for dinner. lol
0,@tinyvamp omgosh lots of people with low self esteem today. I wish I could give them all a big hug. 
0,"@SarahWingo oh, right, the wings "
0,every time i watch &quot;taking 5&quot; i wish my life was like that in real life. it only half is 
0,Finally home. Collapsed on the couch. I'm feeling sick though. Last part of drive I felt queasy and like I was gonna puke. 
0,@skiLLzzz yup. so long as i win it. i never manage to win any twitter contests. 
0,"What up! Watching MXPX b-movie, drinking beer, it's all good. Man do i suck at golf!  *b"
0,just coughed up some swine flu... gonna go quarentine myself 
0,@KELLY__ROWLAND no fair cant change up now 
0,"Why can't people stop causing problems and get a life? Serioously, it's not that hard! My life is a mess "
0,ooowwwwww monica just poked my eye w her long ass nail..  damnit it hurts..
0,@KELLY__ROWLAND ah man. Kelly I really think I was the 1st to answer it though 
0,Is not looking forward to going to a funeral tomorrow   I hate funerals!
0,@YESandME I can't read it on my phone 
0,jam sesh cancelled 
0,night going to bed early tonight! I'm so tired 
0,listening to Permanate by David Cook almost in tears 
0,I'm with my pricess sister 
0,@gusgreeper Me either.  
0,@dannykurily http://twitpic.com/4iqx2 - ouchhh! poor danny 
0,Ih... Subway fechado 
0,"busy, busy, worked all weekend. "
0,i need to find my camera.. 
0,@JoannaZuckla you have swine flu now 
0,Just took a quiz and is proven to be an official Sadist. But i dont enjoy watching pain... 
0,on my ten right now. tirredd! need to do essay and study 
0,Someone text me! Im so bored and lonely 
0,@michalabanas hey michala!!.was watching McLeods Daughters yday..i missed Kate Manfredi.. 
0,"@beatricks well, this somebody has like fourteen pages to write, so no dice. "
0,is pretty disappointed in her weekend. My keyboard's 'O' fell off again... phantom o's are hard to type 
0,"@dee011902 OK, U ADDED SOME MILK 2 THE MIXER...I CAN DIG IT...MATTHEW...I DONT KNOW...DOESNT HE HAVE A HAIRY CHEST??I CANT GET WITH THAT "
0,my knee hurts.... 
0,I have headache 
0,is at home.... ready to go back to school 
0,@chaosLydia I won't be at WS  You'll have to get over your shyness before then! 
0,is back home from a hectic day. Now in the man-cave doing homework 
0,@aznandy625 what eye drops do u use? the kind I have don't seem to help at all. 
0,PMA Farewell Ceremony.... and then lost of homework 
0,@EA_APOC Thanks! Luckily I just read the article on the Houser's being in earlier. Also Twitter web won't let me DM you 
0,@RedwithaMap good luck!  Sorry it was exams while we were down in the area 
0,@evildejison i have a weakness for premium denim! im a slore for Paige  but shoot i feel i can make from target to nordstrom fly!
0,is stressing out! Too much pressure---i need to focus on my history final---i havent even done research for my eglish research paper yet. 
0,@Cody_K GET OUT!  I'm so gonna cry now.
0,@jillianprado hahah oh well ohwell  and omg what if i do have the swine flue :| 
0,I have a headache 
0,Workin in the library on my paper  must get done
0,"@carocares call my house, my phone died  you know our house number or djs number yeah?"
0,@eddog43 do i *have* to be wearing nothing but a thong while doing that?  i can't find any competitions that let me wear a gi 
0,"@OrlandoWeekly disappointed in restaurant week. Tried 2 places off the website today, both closed. No mention on site at all. "
0,@nwistheone That movie a sad. 
0,@niallok yep  but time for rounds now 
0,@MsLes30 I don't know how 2 check my dm's on ubertwitter 
0,at the library...tryin to work 
0,Gosh! fame makes believe to celebrities that they're more than us....that's sad 
0,@choneys omg asthma!  at least youre ok. thats what matters most &lt;333
0,Tweetie is an awesome app but u can tell which tweets r new 
0,Packing up Lauren's apartment. The movers will arrive tomorrow to start shipping items to Honolulu. 
0,@iamjonathancook My twitter hates you.  Your tweets don't show up on my...  Twitter thing.  Whatever you call that.  
0,In Bed Can't Sleep.. Hate Bank Holiday Mondays Its Jus Like Another Boring Sunday..!  x
0,Well it's time for me to get off now  i'll talk to you all tommorow! have a great night!
0,@waysideviolet How is your foot? 
0,I don't know what new shoes to wear tomorrow which means I don't know what clothes to wear.  Being a girl is hard!
0,my mamma get on my nerves 
0,Wishing I had the baby alive and back inside of me. 
0,damn girls @anitacheng @jzbean had to curl my hair up last night.  FYI the curls are still hangin around today.  
0,has a terrible headache and still has to crank out 3 assignments before she goes to bed. 
0,Text formatting is an art in itself  #-o Doh
0,@Sillypea lucky u. I'm just about to leave 
0,not feeling real good... I may have to call it a night... after I finish my homework 
0,1st day back to the office..miss my sasha so much.. 
0,@ninjew u never returned my txt on friday  u jewed me 
0,1st wkend of house hunting n I found no homes  trying again next wkend tho... reading my book now.. then 2 bed cuz I am a lamo
0,is doing homework  haha
0,@acoustickaylee its ok  haha when you fell asleep i told you my ULTIMATE secret. Something NOBODY in the universe knows
0,is on but cant figure out how to use it 
0,doesn't want to go to work tomorrow 
0,@Chrissy89 Well when he said &quot;on a more serious note&quot; we knew he'd talk about Adam but had no idea of what he was going to say.  Shock.
0,is at home tonight...like home orignal home in Erin!  Awesome shopping weekend...now back to reality this week 
0,"owww, my head kills. "
0,is getting a sore throat.    I don't have time to get sick right now.
0,I don't think I'm gonna make it through tonight with much ease. I miss my friends 
0,@Markallensniff omg. I sooooo didn't say that.  no cuddle for you tonight now!
0,trying to pack. ugh. I have too much stuff.  I wish I could wave a magic wand and make everything pack it damn self. home tomorrow! 
0,sick.sad.miss.empty.cry.tears.headache... getting worse.. 
0,"@dofficer I think (hope) they'll fix the trick door! If someone doesn't take over from us, we'll lose our deposit "
0,@Demi_Lynn i ended up ordering it for Escape2TheStars. she's still holding my pinkfloyd piggy ransom. 
0,Doing a massive update on my Gentoo desktop. It is not going well. Probably broke the damn thing. 
0,"Doing merch from Blind Witness at heartfest in gatineau....they asked me to do merch on their next canada/us tour, ofcourse i cant ugh "
0,I don't understand 
0,im too scared to do http://hotel626.com 
0,@aadhrsl http://twitpic.com/4iht6 - oh noes! what a waste 
0,@stacks111 I love NYC!! LOL I wish i lived there too! 
0,@mad_swagg I'll be romancing myself I guess. I'm all alone  lol
0,why mexican flu???  that is so cruel
0,so did the sox 
0,@KELLY__ROWLAND so hard 
0,Why is cm2 so short 
0,Wants to go to bed. But Has homework. 
0,@DozalBrothers redstripe gives me hiccup vurps.  
0,@KELLY__ROWLAND i have no idea  
0,cannot focus. i want to start watching party down but i feel bad   i REALLY should be studying.
0,"very tired going to bed in a while, up early in the morning to work on my final English paper and then starting my 3 day calculus exam. "
0,"Spent weekend cleaning my closet, fixing computers and coughing "
0,poor maddie from now to 10 she was taken some time then 
0,Getting ready for the work week 
0,"My computer broke...but now it is fixed. Lost all of my bookmarks, and had to reset my iPod. I have another 80GB but it cost $300 "
0,@samharrelson Stay safe! I'm absolutely sick of rain! UGH! It's been here all week and is in the forecast for a few days this week! 
0, just walked by Kami's tank and was all &quot;! I should take him out for a bit.... oh wait. right. &quot;
0,http://twitpic.com/4irjl - oh who oh why do i drink?  ahahah
0,Love/hate relationship with the Coast Guard right now...wishin u were next to me instead of on the open seas. @omarstix04 
0,"@KaitMac Haha oh funnn! Mommys are just da bomb! Duuuudde, guess what mommy said last night...  "
0,@landrumdh I am jealous of your shake 
0,Is attempting to find out who I removed 
0,Grrr chase's new phone is dumb and won't receive my texts 
0,"I'm suprised, but im actually starting to like OpenSolaris. What is the direction like with the Oracle buyout though? "
0,is guessing he didn't schedule his appointment with Super Boo early enough 
0,@princesssuperc sis yo album gawn flop 
0,"Last week of student teaching starts. Won't be on here much, must finish portfolio  Wish me luck!"
0,Locked my keys in my car   waiting for roommate to get home.
0,@lbita  wish i could join you.  maybe heidi?
0,@VERSEALL ironically the more money I earn the less I have. All I do is pay my childcare bill 
0,"Thought I got an obscenely good bargain on Photoshop, then discovered it was an Upgrade "
0,today was a great day. really tempted to smoke 
0,"Well folks, it's time to hit up work. mondayitis hard  oh well hopefully it's quiet"
0,I miss my FTSK cd.  i wish i woulda brought it with me.
0,I'm never sleepy anymore until I actually go to sleep and then I don't want to wake up...someone SAVE me!! I need to go home 
0,"so jus cooked, i gave myself the bussiness meatloaf, mashed potatoes and greens...now i nap. blackberry broke so i cant tweet as much "
0,Finishing up a quick break-a-roo  Hyper from cold meds -  - Means no decent sleep tonight as it is bed-time now!  LOL!
0,"Once again, my paper was found to be another 'haphazard' paper!  philosphy blows   "
